TRID,TransactionDate,ToFC,FromWH,Quantity
2030,2019-07-03 16:24:38,FC00008,WH00006,23
2031,2019-07-03 17:04:44,FC00002,WH00003,39
2032,2019-07-03 17:49:17,FC00006,WH00004,37
2033,2019-07-03 18:00:52,FC00006,WH00004,37
2034,2019-07-03 23:47:22,FC00003,WH00002,32
2035,2019-07-04 00:15:59,FC00006,WH00006,15
2036,2019-07-04 05:44:57,FC00007,WH00006,36
2037,2019-07-04 07:08:23,FC00002,WH00003,20
2038,2019-07-04 11:34:09,FC00004,WH00003,38
2039,2019-07-04 13:36:38,FC00003,WH00002,11
2040,2019-07-04 18:25:36,FC00004,WH00003,10
2041,2019-07-04 22:43:21,FC00004,WH00002,26
2042,2019-07-04 23:34:38,FC00003,WH00003,28
2043,2019-07-05 01:25:56,FC00005,WH00004,25
2044,2019-07-05 04:10:50,FC00002,WH00001,35
2045,2019-07-05 05:30:17,FC00007,WH00004,23
2046,2019-07-05 07:17:33,FC00006,WH00005,19
2047,2019-07-05 10:58:42,FC00008,WH00005,15
2048,2019-07-05 11:37:19,FC00004,WH00001,17
2049,2019-07-05 17:11:11,FC00006,WH00004,12
2050,2019-07-05 20:03:21,FC00008,WH00004,20
2051,2019-07-06 03:06:13,FC00004,WH00001,16
2052,2019-07-06 07:50:58,FC00005,WH00005,10
2053,2019-07-06 09:23:25,FC00007,WH00006,28
2054,2019-07-06 09:26:57,FC00006,WH00006,27
2055,2019-07-06 09:53:54,FC00007,WH00005,32
2056,2019-07-06 11:30:36,FC00003,WH00001,35
2057,2019-07-06 17:28:56,FC00005,WH00004,19
2058,2019-07-06 22:04:05,FC00004,WH00001,37
2059,2019-07-07 01:23:03,FC00004,WH00001,26
2060,2019-07-07 01:50:50,FC00003,WH00003,37
2061,2019-07-07 02:47:42,FC00007,WH00005,28
2062,2019-07-07 11:29:28,FC00002,WH00001,24
2063,2019-07-07 12:13:39,FC00005,WH00005,34
2064,2019-07-07 12:58:08,FC00006,WH00006,34
2065,2019-07-07 15:58:30,FC00002,WH00002,16
2066,2019-07-07 17:21:26,FC00001,WH00002,26
2067,2019-07-07 18:15:44,FC00004,WH00002,14
2068,2019-07-07 21:12:27,FC00005,WH00006,15
2069,2019-07-07 21:20:08,FC00001,WH00001,11
2070,2019-07-07 21:39:04,FC00005,WH00004,16
2071,2019-07-07 22:12:27,FC00007,WH00004,33
2072,2019-07-07 22:18:16,FC00004,WH00002,34
2073,2019-07-07 22:40:34,FC00008,WH00005,15
2074,2019-07-07 23:01:03,FC00005,WH00006,28
2075,2019-07-08 01:39:21,FC00006,WH00004,14
2076,2019-07-08 04:15:59,FC00007,WH00006,29
2077,2019-07-08 05:51:19,FC00002,WH00002,39
2078,2019-07-08 08:32:37,FC00002,WH00002,38
2079,2019-07-08 10:15:33,FC00003,WH00002,33
2080,2019-07-08 11:43:14,FC00008,WH00004,10
2081,2019-07-08 19:52:33,FC00004,WH00003,30
2082,2019-07-08 20:02:15,FC00001,WH00003,36
2083,2019-07-09 00:37:17,FC00002,WH00003,36
2084,2019-07-09 03:15:48,FC00003,WH00001,15
2085,2019-07-09 04:40:38,FC00007,WH00004,15
2086,2019-07-09 07:34:26,FC00006,WH00006,21
2087,2019-07-09 09:23:45,FC00003,WH00003,36
2088,2019-07-09 11:53:19,FC00004,WH00003,32
2089,2019-07-09 12:16:59,FC00001,WH00001,27
2090,2019-07-09 18:41:00,FC00008,WH00004,27
2091,2019-07-09 19:43:17,FC00008,WH00006,22
2092,2019-07-09 22:52:26,FC00004,WH00001,38
2093,2019-07-10 00:19:51,FC00007,WH00004,25
2094,2019-07-10 00:26:51,FC00005,WH00005,34
2095,2019-07-10 01:09:46,FC00001,WH00002,18
2096,2019-07-10 03:42:48,FC00006,WH00006,31
2097,2019-07-10 04:52:44,FC00005,WH00004,20
2098,2019-07-10 05:06:40,FC00008,WH00006,36
2099,2019-07-10 05:26:17,FC00008,WH00006,38
2100,2019-07-10 10:23:09,FC00001,WH00003,34
2101,2019-07-10 10:27:32,FC00003,WH00002,29
2102,2019-07-10 12:04:06,FC00003,WH00003,23
2103,2019-07-10 18:38:10,FC00004,WH00002,26
2104,2019-07-11 02:27:52,FC00004,WH00003,37
2105,2019-07-11 04:40:21,FC00003,WH00001,39
2106,2019-07-11 05:11:05,FC00007,WH00004,17
2107,2019-07-11 07:51:13,FC00008,WH00005,25
2108,2019-07-11 09:58:35,FC00003,WH00001,11
2109,2019-07-11 10:07:54,FC00002,WH00003,35
2110,2019-07-11 10:25:34,FC00006,WH00005,39
2111,2019-07-11 10:31:20,FC00007,WH00005,10
2112,2019-07-11 10:40:36,FC00004,WH00003,19
2113,2019-07-11 11:00:57,FC00004,WH00003,12
2114,2019-07-11 18:21:13,FC00006,WH00004,33
2115,2019-07-11 20:14:54,FC00003,WH00002,33
2116,2019-07-11 20:19:09,FC00006,WH00004,30
2117,2019-07-11 21:04:47,FC00006,WH00004,33
2118,2019-07-11 21:21:22,FC00004,WH00001,12
2119,2019-07-11 22:33:22,FC00004,WH00003,18
2120,2019-07-12 01:58:03,FC00006,WH00004,38
2121,2019-07-12 08:58:54,FC00007,WH00004,19
2122,2019-07-12 09:04:42,FC00007,WH00004,36
2123,2019-07-12 09:32:22,FC00008,WH00006,22
2124,2019-07-12 11:59:53,FC00006,WH00005,30
2125,2019-07-12 12:28:09,FC00004,WH00002,13
2126,2019-07-12 13:31:07,FC00002,WH00002,37
2127,2019-07-12 13:33:25,FC00005,WH00006,21
2128,2019-07-12 14:31:33,FC00007,WH00006,32
2129,2019-07-12 15:14:39,FC00007,WH00004,36
2130,2019-07-12 15:41:00,FC00005,WH00005,23
2131,2019-07-12 17:43:44,FC00005,WH00005,35
2132,2019-07-12 18:22:16,FC00004,WH00003,30
2133,2019-07-12 19:40:54,FC00001,WH00001,26
2134,2019-07-13 03:44:56,FC00005,WH00005,28
2135,2019-07-13 07:40:30,FC00003,WH00001,29
2136,2019-07-13 09:48:06,FC00004,WH00003,15
2137,2019-07-13 11:57:53,FC00003,WH00001,11
2138,2019-07-13 13:04:43,FC00002,WH00003,22
2139,2019-07-13 14:37:41,FC00004,WH00003,20
2140,2019-07-13 17:15:55,FC00001,WH00001,22
2141,2019-07-13 21:00:49,FC00001,WH00002,33
2142,2019-07-13 22:01:42,FC00002,WH00003,32
2143,2019-07-13 22:05:41,FC00001,WH00002,33
2144,2019-07-13 22:41:00,FC00005,WH00005,35
2145,2019-07-13 23:03:47,FC00004,WH00003,34
2146,2019-07-13 23:13:30,FC00005,WH00006,23
2147,2019-07-13 23:24:37,FC00006,WH00006,16
2148,2019-07-14 10:57:05,FC00005,WH00006,16
2149,2019-07-14 14:35:04,FC00005,WH00006,32
2150,2019-07-14 18:35:44,FC00007,WH00006,31
2151,2019-07-14 20:31:52,FC00003,WH00002,26
2152,2019-07-14 23:54:57,FC00006,WH00005,24
2153,2019-07-15 05:27:16,FC00001,WH00003,32
2154,2019-07-15 07:57:30,FC00005,WH00004,14
2155,2019-07-15 12:25:59,FC00004,WH00001,31
2156,2019-07-15 18:31:29,FC00008,WH00005,10
2157,2019-07-15 18:58:20,FC00008,WH00004,28
2158,2019-07-16 04:15:58,FC00002,WH00001,15
2159,2019-07-16 04:52:49,FC00002,WH00001,10
2160,2019-07-16 05:12:18,FC00004,WH00002,28
2161,2019-07-16 09:30:50,FC00007,WH00005,19
2162,2019-07-16 13:10:17,FC00002,WH00003,24
2163,2019-07-16 14:04:02,FC00004,WH00003,21
2164,2019-07-16 19:39:38,FC00001,WH00003,28
2165,2019-07-16 19:44:29,FC00007,WH00006,32
2166,2019-07-16 21:20:22,FC00005,WH00006,32
2167,2019-07-17 00:52:35,FC00008,WH00006,16
2168,2019-07-17 03:52:10,FC00002,WH00003,17
2169,2019-07-17 03:58:42,FC00001,WH00002,21
2170,2019-07-17 21:23:24,FC00006,WH00006,13
2171,2019-07-17 22:11:05,FC00001,WH00001,14
2172,2019-07-17 23:01:06,FC00007,WH00005,30
2173,2019-07-18 00:37:49,FC00002,WH00003,23
2174,2019-07-18 00:44:23,FC00001,WH00003,38
2175,2019-07-18 01:33:42,FC00005,WH00004,27
2176,2019-07-18 04:30:00,FC00008,WH00004,14
2177,2019-07-18 05:34:36,FC00008,WH00006,24
2178,2019-07-18 06:25:18,FC00005,WH00005,25
2179,2019-07-18 07:30:30,FC00007,WH00005,24
2180,2019-07-18 08:54:59,FC00006,WH00005,10
2181,2019-07-18 10:09:53,FC00006,WH00006,11
2182,2019-07-18 11:43:37,FC00001,WH00002,17
2183,2019-07-18 12:49:59,FC00006,WH00005,19
2184,2019-07-18 14:32:01,FC00006,WH00004,22
2185,2019-07-18 20:20:51,FC00004,WH00001,34
2186,2019-07-18 21:41:12,FC00007,WH00006,34
2187,2019-07-18 22:16:02,FC00005,WH00005,22
2188,2019-07-18 22:26:26,FC00001,WH00001,23
2189,2019-07-19 00:05:36,FC00006,WH00004,10
2190,2019-07-19 02:44:29,FC00001,WH00002,13
2191,2019-07-19 07:44:07,FC00002,WH00002,18
2192,2019-07-19 09:53:23,FC00005,WH00005,31
2193,2019-07-19 18:57:38,FC00006,WH00005,14
2194,2019-07-19 21:25:52,FC00004,WH00002,25
2195,2019-07-19 22:56:26,FC00002,WH00001,11
2196,2019-07-20 00:29:43,FC00007,WH00006,33
2197,2019-07-20 04:21:10,FC00002,WH00001,27
2198,2019-07-20 06:42:14,FC00007,WH00004,30
2199,2019-07-20 09:43:53,FC00003,WH00001,14
2200,2019-07-20 10:23:28,FC00005,WH00006,10
2201,2019-07-20 10:37:45,FC00006,WH00006,25
2202,2019-07-20 11:47:47,FC00002,WH00001,24
2203,2019-07-20 15:27:18,FC00004,WH00002,10
2204,2019-07-20 19:06:56,FC00006,WH00004,18
2205,2019-07-20 19:08:57,FC00003,WH00003,35
2206,2019-07-20 19:45:44,FC00001,WH00003,35
2207,2019-07-20 20:42:31,FC00003,WH00002,17
2208,2019-07-20 22:16:12,FC00007,WH00006,23
2209,2019-07-21 00:42:04,FC00002,WH00002,30
2210,2019-07-21 03:30:36,FC00006,WH00005,10
2211,2019-07-21 03:46:06,FC00005,WH00006,38
2212,2019-07-21 06:37:14,FC00006,WH00004,33
2213,2019-07-21 08:11:47,FC00003,WH00002,39
2214,2019-07-21 13:42:04,FC00008,WH00004,26
2215,2019-07-21 15:19:01,FC00002,WH00001,13
2216,2019-07-21 23:21:23,FC00004,WH00002,33
2217,2019-07-21 23:34:26,FC00008,WH00005,32
2218,2019-07-22 09:45:58,FC00001,WH00002,18
2219,2019-07-22 14:23:19,FC00004,WH00003,20
2220,2019-07-22 16:22:27,FC00006,WH00004,13
2221,2019-07-22 16:59:18,FC00006,WH00006,28
2222,2019-07-22 17:31:33,FC00002,WH00001,34
2223,2019-07-22 19:02:29,FC00006,WH00005,12
2224,2019-07-22 20:16:47,FC00001,WH00001,18
2225,2019-07-22 22:26:30,FC00004,WH00003,23
2226,2019-07-22 23:30:01,FC00001,WH00001,11
2227,2019-07-22 23:59:53,FC00008,WH00005,22
2228,2019-07-23 00:13:02,FC00007,WH00005,32
2229,2019-07-23 05:30:43,FC00001,WH00003,30
2230,2019-07-23 06:59:59,FC00008,WH00004,27
2231,2019-07-23 07:10:51,FC00001,WH00001,22
2232,2019-07-23 10:08:47,FC00004,WH00001,35
2233,2019-07-23 11:47:13,FC00003,WH00003,17
2234,2019-07-23 15:20:38,FC00008,WH00005,25
2235,2019-07-23 19:54:02,FC00006,WH00006,18
2236,2019-07-23 22:35:12,FC00006,WH00005,33
2237,2019-07-23 23:57:38,FC00002,WH00002,14
2238,2019-07-24 02:55:26,FC00003,WH00001,37
2239,2019-07-24 05:21:00,FC00008,WH00005,33
2240,2019-07-24 05:29:54,FC00002,WH00001,24
2241,2019-07-24 07:18:36,FC00001,WH00001,15
2242,2019-07-24 07:51:54,FC00003,WH00003,23
2243,2019-07-24 09:08:31,FC00001,WH00002,30
2244,2019-07-24 09:36:58,FC00006,WH00004,34
2245,2019-07-24 12:49:15,FC00006,WH00004,38
2246,2019-07-24 12:54:49,FC00001,WH00001,23
2247,2019-07-24 18:38:53,FC00006,WH00004,32
2248,2019-07-24 20:48:11,FC00007,WH00005,15
2249,2019-07-25 03:43:58,FC00002,WH00003,25
2250,2019-07-25 06:47:03,FC00006,WH00006,35
2251,2019-07-25 09:17:49,FC00002,WH00003,20
2252,2019-07-25 09:54:11,FC00001,WH00002,32
2253,2019-07-25 11:55:10,FC00001,WH00003,23
2254,2019-07-25 15:09:20,FC00002,WH00003,22
2255,2019-07-25 17:17:23,FC00005,WH00005,33
2256,2019-07-26 08:36:10,FC00005,WH00006,13
2257,2019-07-26 09:09:31,FC00006,WH00004,33
2258,2019-07-26 10:10:32,FC00002,WH00001,33
2259,2019-07-26 10:21:16,FC00008,WH00006,14
2260,2019-07-26 16:37:23,FC00001,WH00002,22
2261,2019-07-26 18:04:29,FC00004,WH00002,39
2262,2019-07-26 18:26:53,FC00004,WH00001,10
2263,2019-07-26 19:21:06,FC00008,WH00005,12
2264,2019-07-26 20:22:20,FC00008,WH00005,10
2265,2019-07-26 20:56:13,FC00008,WH00005,23
2266,2019-07-26 22:17:55,FC00008,WH00004,23
2267,2019-07-27 03:35:58,FC00004,WH00002,10
2268,2019-07-27 03:51:09,FC00006,WH00004,27
2269,2019-07-27 11:09:06,FC00001,WH00001,39
2270,2019-07-27 16:15:16,FC00005,WH00006,17
2271,2019-07-27 18:59:50,FC00005,WH00006,39
2272,2019-07-27 22:00:29,FC00001,WH00002,19
2273,2019-07-27 22:13:35,FC00003,WH00002,17
2274,2019-07-28 02:04:22,FC00008,WH00005,38
2275,2019-07-28 02:10:31,FC00002,WH00003,17
2276,2019-07-28 03:21:45,FC00002,WH00001,18
2277,2019-07-28 04:42:47,FC00007,WH00005,22
2278,2019-07-28 04:51:40,FC00005,WH00004,30
2279,2019-07-28 05:15:43,FC00008,WH00006,22
2280,2019-07-28 07:08:07,FC00004,WH00003,24
2281,2019-07-28 09:08:00,FC00006,WH00004,21
2282,2019-07-28 11:45:11,FC00003,WH00002,39
2283,2019-07-28 12:49:48,FC00002,WH00002,23
2284,2019-07-28 14:44:38,FC00005,WH00006,14
2285,2019-07-28 15:23:25,FC00005,WH00004,30
2286,2019-07-28 17:15:56,FC00004,WH00002,32
2287,2019-07-28 17:29:58,FC00005,WH00006,29
2288,2019-07-28 19:03:42,FC00004,WH00003,22
2289,2019-07-28 22:09:46,FC00006,WH00006,35
2290,2019-07-28 23:33:57,FC00007,WH00004,38
2291,2019-07-29 00:10:05,FC00003,WH00002,10
2292,2019-07-29 00:41:48,FC00003,WH00003,22
2293,2019-07-29 01:12:01,FC00001,WH00002,31
2294,2019-07-29 01:28:20,FC00004,WH00003,10
2295,2019-07-29 03:00:27,FC00004,WH00002,25
2296,2019-07-29 10:40:28,FC00007,WH00006,10
2297,2019-07-29 12:16:20,FC00005,WH00006,14
2298,2019-07-29 16:33:15,FC00003,WH00001,23
2299,2019-07-29 17:22:13,FC00002,WH00002,32
2300,2019-07-29 22:20:20,FC00007,WH00005,15
2301,2019-07-29 22:21:36,FC00008,WH00005,11
2302,2019-07-29 22:44:41,FC00005,WH00005,23
2303,2019-07-29 23:13:45,FC00003,WH00002,36
2304,2019-07-30 02:28:34,FC00002,WH00003,26
2305,2019-07-30 04:53:26,FC00002,WH00001,38
2306,2019-07-30 05:47:59,FC00003,WH00001,32
2307,2019-07-30 05:48:35,FC00003,WH00003,31
2308,2019-07-30 09:48:26,FC00001,WH00003,21
2309,2019-07-30 09:50:45,FC00002,WH00003,30
2310,2019-07-30 10:06:37,FC00002,WH00003,33
2311,2019-07-30 10:16:54,FC00006,WH00005,23
2312,2019-07-30 10:45:53,FC00001,WH00003,39
2313,2019-07-30 11:40:34,FC00008,WH00006,26
2314,2019-07-30 21:07:52,FC00005,WH00005,35
2315,2019-07-30 21:21:46,FC00001,WH00003,34
2316,2019-07-31 00:02:01,FC00004,WH00002,33
2317,2019-07-31 00:22:11,FC00006,WH00006,24
2318,2019-07-31 01:42:48,FC00008,WH00005,27
2319,2019-07-31 05:03:38,FC00004,WH00002,35
2320,2019-07-31 08:59:34,FC00007,WH00006,15
2321,2019-07-31 09:55:21,FC00002,WH00001,37
2322,2019-07-31 15:24:31,FC00008,WH00006,16
2323,2019-07-31 15:29:20,FC00005,WH00006,17
2324,2019-07-31 23:13:08,FC00001,WH00003,14
2325,2019-08-01 02:09:00,FC00002,WH00003,27
2326,2019-08-01 10:03:13,FC00002,WH00003,11
2327,2019-08-01 10:15:50,FC00002,WH00003,33
2328,2019-08-01 11:32:18,FC00003,WH00001,35
2329,2019-08-01 12:27:09,FC00008,WH00005,32
2330,2019-08-01 12:50:19,FC00001,WH00002,11
2331,2019-08-01 15:25:46,FC00006,WH00004,18
2332,2019-08-01 16:09:32,FC00007,WH00006,39
2333,2019-08-01 16:57:07,FC00006,WH00004,37
2334,2019-08-01 17:27:36,FC00007,WH00005,28
2335,2019-08-01 18:36:32,FC00006,WH00004,27
2336,2019-08-01 22:37:45,FC00006,WH00004,31
2337,2019-08-02 07:20:05,FC00005,WH00005,17
2338,2019-08-02 08:34:40,FC00008,WH00006,10
2339,2019-08-02 08:41:02,FC00004,WH00003,13
2340,2019-08-02 08:57:04,FC00004,WH00003,23
2341,2019-08-02 09:55:25,FC00002,WH00001,31
2342,2019-08-02 11:46:25,FC00003,WH00002,15
2343,2019-08-02 13:38:29,FC00003,WH00003,29
2344,2019-08-02 14:27:21,FC00004,WH00001,23
2345,2019-08-02 21:34:37,FC00002,WH00001,22
2346,2019-08-02 22:14:38,FC00003,WH00001,21
2347,2019-08-02 22:48:08,FC00003,WH00001,25
2348,2019-08-02 23:23:05,FC00007,WH00005,13
2349,2019-08-03 02:46:09,FC00004,WH00001,20
2350,2019-08-03 08:26:11,FC00003,WH00003,23
2351,2019-08-03 11:00:30,FC00005,WH00005,17
2352,2019-08-03 12:25:45,FC00001,WH00003,24
2353,2019-08-03 12:57:13,FC00002,WH00002,32
2354,2019-08-03 13:16:56,FC00008,WH00006,37
2355,2019-08-03 13:33:33,FC00005,WH00006,31
2356,2019-08-03 14:10:08,FC00003,WH00001,27
2357,2019-08-03 16:04:44,FC00001,WH00003,24
2358,2019-08-03 16:24:19,FC00007,WH00005,17
2359,2019-08-03 16:50:34,FC00005,WH00006,35
2360,2019-08-03 16:51:00,FC00004,WH00001,39
2361,2019-08-03 17:00:05,FC00006,WH00005,13
2362,2019-08-03 22:08:28,FC00002,WH00002,11
2363,2019-08-03 22:14:19,FC00005,WH00004,15
2364,2019-08-03 23:48:10,FC00005,WH00004,11
2365,2019-08-04 02:45:44,FC00007,WH00004,37
2366,2019-08-04 02:52:46,FC00007,WH00005,31
2367,2019-08-04 07:23:42,FC00004,WH00002,39
2368,2019-08-04 09:33:46,FC00002,WH00003,31
2369,2019-08-04 10:47:12,FC00006,WH00005,11
2370,2019-08-04 12:28:44,FC00005,WH00004,26
2371,2019-08-04 12:57:59,FC00004,WH00001,14
2372,2019-08-04 15:57:23,FC00004,WH00003,26
2373,2019-08-04 17:33:29,FC00001,WH00002,37
2374,2019-08-04 18:55:11,FC00005,WH00004,22
2375,2019-08-04 22:16:32,FC00005,WH00005,18
2376,2019-08-05 00:32:40,FC00005,WH00004,31
2377,2019-08-05 00:51:51,FC00008,WH00006,36
2378,2019-08-05 01:45:06,FC00002,WH00002,10
2379,2019-08-05 03:55:43,FC00007,WH00006,10
2380,2019-08-05 04:37:48,FC00006,WH00005,30
2381,2019-08-05 05:09:46,FC00006,WH00005,16
2382,2019-08-05 05:33:16,FC00008,WH00005,32
2383,2019-08-05 10:49:22,FC00003,WH00003,11
2384,2019-08-05 14:42:15,FC00001,WH00001,36
2385,2019-08-05 16:45:51,FC00003,WH00002,21
2386,2019-08-06 01:36:05,FC00002,WH00001,23
2387,2019-08-06 02:44:27,FC00002,WH00001,12
2388,2019-08-06 04:42:17,FC00003,WH00002,32
2389,2019-08-06 05:23:50,FC00003,WH00002,19
2390,2019-08-06 08:05:38,FC00003,WH00002,30
2391,2019-08-06 08:24:39,FC00003,WH00003,22
2392,2019-08-06 10:28:26,FC00002,WH00001,34
2393,2019-08-06 13:32:48,FC00007,WH00005,31
2394,2019-08-06 22:37:09,FC00006,WH00006,34
2395,2019-08-06 23:27:01,FC00008,WH00005,12
2396,2019-08-07 01:01:45,FC00006,WH00004,35
2397,2019-08-07 01:03:34,FC00007,WH00004,27
2398,2019-08-07 01:16:37,FC00003,WH00001,22
2399,2019-08-07 03:03:56,FC00007,WH00005,13
2400,2019-08-07 03:42:42,FC00001,WH00001,34
2401,2019-08-07 03:43:23,FC00001,WH00001,13
2402,2019-08-07 03:59:40,FC00004,WH00001,23
2403,2019-08-07 04:24:33,FC00007,WH00004,33
2404,2019-08-07 07:28:29,FC00007,WH00005,11
2405,2019-08-07 17:33:04,FC00008,WH00006,37
2406,2019-08-07 17:36:57,FC00007,WH00006,32
2407,2019-08-07 21:38:47,FC00008,WH00006,28
2408,2019-08-07 21:52:39,FC00006,WH00005,36
2409,2019-08-08 00:49:31,FC00004,WH00003,34
2410,2019-08-08 02:46:39,FC00001,WH00002,28
2411,2019-08-08 03:18:42,FC00007,WH00006,39
2412,2019-08-08 07:26:54,FC00004,WH00002,24
2413,2019-08-08 08:42:10,FC00005,WH00006,39
2414,2019-08-08 08:42:29,FC00001,WH00001,34
2415,2019-08-08 13:43:40,FC00004,WH00003,37
2416,2019-08-08 17:55:42,FC00003,WH00002,13
2417,2019-08-08 23:44:59,FC00001,WH00002,10
2418,2019-08-09 01:21:57,FC00004,WH00003,27
2419,2019-08-09 01:33:08,FC00004,WH00001,27
2420,2019-08-09 02:14:42,FC00004,WH00003,34
2421,2019-08-09 03:00:39,FC00003,WH00003,24
2422,2019-08-09 05:56:41,FC00002,WH00003,18
2423,2019-08-09 06:33:29,FC00007,WH00004,25
2424,2019-08-09 10:52:22,FC00002,WH00003,21
2425,2019-08-09 12:09:58,FC00008,WH00005,30
2426,2019-08-09 17:10:42,FC00004,WH00001,28
2427,2019-08-09 19:15:47,FC00003,WH00001,19
2428,2019-08-09 21:33:36,FC00007,WH00006,38
2429,2019-08-10 00:31:50,FC00008,WH00005,19
2430,2019-08-10 00:53:15,FC00008,WH00006,19
2431,2019-08-10 01:48:08,FC00001,WH00001,27
2432,2019-08-10 02:20:51,FC00004,WH00002,38
2433,2019-08-10 04:12:37,FC00003,WH00003,20
2434,2019-08-10 04:17:40,FC00002,WH00003,12
2435,2019-08-10 04:32:52,FC00003,WH00001,16
2436,2019-08-10 05:09:41,FC00006,WH00004,39
2437,2019-08-10 07:59:48,FC00002,WH00002,19
2438,2019-08-10 09:37:18,FC00001,WH00001,12
2439,2019-08-10 09:53:23,FC00005,WH00004,11
2440,2019-08-10 10:57:50,FC00003,WH00002,15
2441,2019-08-10 13:11:14,FC00006,WH00006,29
2442,2019-08-10 15:41:04,FC00007,WH00004,31
2443,2019-08-10 18:04:04,FC00001,WH00003,25
2444,2019-08-10 19:11:10,FC00006,WH00005,24
2445,2019-08-10 22:51:30,FC00001,WH00003,39
2446,2019-08-11 00:33:20,FC00005,WH00006,18
2447,2019-08-11 03:39:19,FC00005,WH00006,25
2448,2019-08-11 04:07:13,FC00002,WH00001,37
2449,2019-08-11 07:08:10,FC00007,WH00005,10
2450,2019-08-11 07:35:42,FC00004,WH00002,16
2451,2019-08-11 11:45:56,FC00004,WH00003,39
2452,2019-08-11 12:10:55,FC00002,WH00002,11
2453,2019-08-12 05:54:58,FC00001,WH00002,36
2454,2019-08-12 07:50:43,FC00004,WH00002,28
2455,2019-08-12 11:26:21,FC00006,WH00005,34
2456,2019-08-12 13:42:41,FC00003,WH00003,34
2457,2019-08-12 13:51:34,FC00007,WH00005,17
2458,2019-08-12 13:55:41,FC00001,WH00003,28
2459,2019-08-12 15:16:58,FC00001,WH00001,21
2460,2019-08-12 17:46:45,FC00006,WH00004,26
2461,2019-08-12 18:37:30,FC00007,WH00004,31
2462,2019-08-12 19:35:35,FC00006,WH00004,35
2463,2019-08-12 20:41:53,FC00001,WH00003,11
2464,2019-08-12 21:20:41,FC00007,WH00006,30
2465,2019-08-12 21:37:32,FC00007,WH00004,31
2466,2019-08-12 23:01:05,FC00002,WH00001,35
2467,2019-08-12 23:03:01,FC00002,WH00001,28
2468,2019-08-12 23:26:31,FC00005,WH00006,25
2469,2019-08-13 02:25:42,FC00007,WH00006,13
2470,2019-08-13 04:23:52,FC00002,WH00002,27
2471,2019-08-13 06:02:29,FC00003,WH00002,37
2472,2019-08-13 10:16:03,FC00006,WH00006,33
2473,2019-08-13 10:45:21,FC00002,WH00003,14
2474,2019-08-13 11:49:20,FC00005,WH00005,12
2475,2019-08-13 13:00:01,FC00006,WH00005,30
2476,2019-08-13 16:30:42,FC00007,WH00005,23
2477,2019-08-13 16:58:41,FC00003,WH00002,32
2478,2019-08-13 18:32:20,FC00008,WH00004,16
2479,2019-08-13 19:36:58,FC00008,WH00006,16
2480,2019-08-13 22:10:47,FC00001,WH00001,38
2481,2019-08-13 23:08:37,FC00004,WH00001,19
2482,2019-08-14 01:16:14,FC00004,WH00001,20
2483,2019-08-14 01:22:33,FC00001,WH00003,28
2484,2019-08-14 03:57:05,FC00006,WH00005,13
2485,2019-08-14 07:05:17,FC00008,WH00005,21
2486,2019-08-14 12:28:35,FC00006,WH00004,19
2487,2019-08-14 13:25:47,FC00004,WH00002,26
2488,2019-08-14 17:54:19,FC00005,WH00006,35
2489,2019-08-14 19:42:28,FC00006,WH00005,19
2490,2019-08-14 20:36:41,FC00006,WH00005,21
2491,2019-08-14 20:52:28,FC00001,WH00003,11
2492,2019-08-14 22:33:16,FC00008,WH00005,14
2493,2019-08-14 22:52:17,FC00005,WH00004,23
2494,2019-08-15 01:18:08,FC00008,WH00005,15
2495,2019-08-15 05:37:27,FC00005,WH00005,34
2496,2019-08-15 06:22:56,FC00002,WH00001,39
2497,2019-08-15 09:25:50,FC00007,WH00004,30
2498,2019-08-15 09:38:57,FC00005,WH00005,18
2499,2019-08-15 12:52:59,FC00005,WH00004,26
2500,2019-08-15 13:58:12,FC00001,WH00003,27
2501,2019-08-15 15:21:37,FC00003,WH00003,15
2502,2019-08-15 15:50:01,FC00003,WH00003,15
2503,2019-08-15 18:33:02,FC00003,WH00001,18
2504,2019-08-15 19:10:37,FC00002,WH00001,37
2505,2019-08-15 21:55:45,FC00004,WH00001,13
2506,2019-08-16 13:37:22,FC00007,WH00004,19
2507,2019-08-16 14:23:19,FC00008,WH00006,26
2508,2019-08-16 15:01:01,FC00002,WH00001,12
2509,2019-08-16 15:01:15,FC00008,WH00006,31
2510,2019-08-16 15:02:37,FC00007,WH00004,34
2511,2019-08-16 16:59:56,FC00008,WH00006,23
2512,2019-08-16 17:01:37,FC00003,WH00003,31
2513,2019-08-17 06:19:40,FC00003,WH00001,13
2514,2019-08-17 11:12:13,FC00003,WH00003,21
2515,2019-08-17 13:10:05,FC00005,WH00006,25
2516,2019-08-17 14:18:30,FC00006,WH00006,27
2517,2019-08-17 14:58:56,FC00003,WH00003,14
2518,2019-08-17 15:05:55,FC00004,WH00003,17
2519,2019-08-17 18:46:49,FC00007,WH00005,32
2520,2019-08-17 19:21:05,FC00005,WH00004,31
2521,2019-08-17 20:41:05,FC00005,WH00006,36
2522,2019-08-17 21:12:36,FC00002,WH00001,15
2523,2019-08-17 22:05:26,FC00007,WH00006,38
2524,2019-08-18 02:57:08,FC00008,WH00004,35
2525,2019-08-18 05:13:16,FC00002,WH00001,21
2526,2019-08-18 06:46:57,FC00006,WH00005,26
2527,2019-08-18 13:07:51,FC00003,WH00001,17
2528,2019-08-18 14:52:57,FC00003,WH00002,17
